"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Album Release Date","Disc Number","Track Number","Track Duration (ms)","Explicit","Popularity","Added By","Added At"
"spotify:track:5MxNLUsfh7uzROypsoO5qe","Dream On","spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","spotify:album:19lEZSnCCbVEkKchoPQWDZ","Aerosmith","1973-01-05","1","3","266960","false","80","spotify:user:sebastianelisapfeifer","2020-01-08T21:25:37Z"
"spotify:track:7uHO4AmKtyGa5v5fsElGoC","You Spin Me Round (Like a Record)","spotify:artist:5WWSL6rElJeUk3Uc1S2RyD","Dead Or Alive","spotify:album:6d5tBL8NLw1Jdhr8D2w3PF","Youthquake","1985-03-26","1","1","199666","false","74","spotify:user:sebastianelisapfeifer","2020-01-11T15:04:33Z"
"spotify:track:4OMu5a8sFpcRCPCcsoEaov","Babe I'm Gonna Leave You - 1990 Remaster","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","spotify:album:3ycjBixZf7S3WpC5WZhhUK","Led Zeppelin","1969-01-12","1","2","401066","false","64","spotify:user:sebastianelisapfeifer","2020-01-12T22:17:15Z"
"spotify:track:7nnWIPM5hwE3DaUBkvOIpy","Drive","spotify:artist:3YcBF2ttyueytpXtEzn1Za","Incubus","spotify:album:2i6nd4FV6y7K9fln6eelmR","Make Yourself","1999-10-26","1","8","232453","false","76","spotify:user:sebastianelisapfeifer","2020-01-15T23:09:07Z"
"spotify:track:4Y7fEQ4PAzhlLnLviRw2P4","Rockin' in the Free World","spotify:artist:6v8FB84lnmJs434UJf2Mrm","Neil Young","spotify:album:3uOOKcr91I3Br0Rtmu4zdT","Freedom","1989-09-29","1","12","281853","false","67","spotify:user:sebastianelisapfeifer","2020-01-16T21:22:49Z"
"spotify:track:4yqtwO7MQIIXqoiRBPHAgR","Money for Nothing","spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T","Dire Straits","spotify:album:7jvcSnCnugLcisBCNBm60s","Brothers in Arms","1985-05-13","1","2","506400","false","64","spotify:user:sebastianelisapfeifer","2020-01-16T21:25:48Z"
"spotify:track:45Ia1U4KtIjAPPU7Wv1Sea","Are You Gonna Go My Way","spotify:artist:5gznATMVO85ZcLTkE9ULU7","Lenny Kravitz","spotify:album:35LzZH7Fgog8lf1hfcdoMQ","Are You Gonna Go My Way","1993-03-09","1","1","211933","false","75","spotify:user:sebastianelisapfeifer","2020-01-16T21:28:23Z"
"spotify:track:4juq76lIar8YWOLpYMXUAG","Joker And The Thief","spotify:artist:3yEnArbNHyTCwMRvD9SBy4","Wolfmother","spotify:album:0jjNb79VYqLY21IjyWKsWe","Wolfmother","2006-01-01","1","6","280466","false","0","spotify:user:sebastianelisapfeifer","2020-01-16T21:28:49Z"
"spotify:track:5HNCy40Ni5BZJFw1TKzRsC","Comfortably Numb","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:5Dbax7G8SWrP9xyzkOvy2F","The Wall","1979-11-30","2","6","382296","false","75","spotify:user:sebastianelisapfeifer","2020-01-16T21:34:48Z"
"spotify:track:3aoDEt6zSuYQ47gzarlaVo","Money - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:3a0UOgDWw2pTajw85QPMiz","The Dark Side Of The Moon (2011 Remastered Version)","1973-03-16","1","6","382834","false","0","spotify:user:sebastianelisapfeifer","2020-01-16T21:36:43Z"
"spotify:track:78lgmZwycJ3nzsdgmPPGNx","Immigrant Song - Remaster","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","spotify:album:6P5QHz4XtxOmS5EuiGIPut","Led Zeppelin III (Remaster)","1970","1","1","146250","false","78","spotify:user:sebastianelisapfeifer","2020-01-16T21:38:15Z"
"spotify:track:6HSXNV0b4M4cLJ7ljgVVeh","Knockin' On Heaven's Door","spotify:artist:74ASZWbe4lXaubB36ztrGX","Bob Dylan","spotify:album:2Pj2kZM5XpyIeyFBTAVulL","Pat Garrett & Billy The Kid (Soundtrack From The Motion Picture)","1973-07-13","1","7","149880","false","74","spotify:user:sebastianelisapfeifer","2020-01-16T21:38:53Z"
"spotify:track:2LawezPeJhN4AWuSB0GtAU","Have You Ever Seen The Rain","spotify:artist:3IYUhFvPQItj6xySrBmZkd","Creedence Clearwater Revival","spotify:album:372cMadhAGlNuDnc8TssqF","Pendulum (40th Anniversary Edition)","1970-12-07","1","4","160133","false","80","spotify:user:sebastianelisapfeifer","2020-01-16T21:41:39Z"
"spotify:track:0J6mQxEZnlRt9ymzFntA6z","Livin' On A Prayer","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","spotify:album:5uU2uM1RGHfzlA12opjqol","Slippery When Wet","1986-01-01","1","3","249293","false","4","spotify:user:sebastianelisapfeifer","2020-01-16T21:42:21Z"
"spotify:track:6KGggJ08SRmMuJojRYM4Lv","Chase The Devil","spotify:artist:45QpZznbXYo3nWy0TIhvgv, spotify:artist:12CNljuN6DW9e5x61FS03b","Max Romeo, The Upsetters","spotify:album:7xlWX3qBfCI68LjswqlBH6","War Ina Babylon (Expanded Edition)","1976-01-01","1","3","206306","false","65","spotify:user:sebastianelisapfeifer","2020-01-16T21:49:04Z"
"spotify:track:0tKTIca4Digkp12oFfoyhf","Ride Across The River","spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T","Dire Straits","spotify:album:15J400U0rEpgE64UQgtvLs","Brothers In Arms","1985-05-13","1","6","424600","false","53","spotify:user:sebastianelisapfeifer","2020-01-17T22:25:51Z"
"spotify:track:7AOwexG6AtkrmI7kdacXvQ","Rainbow Eyes","spotify:artist:6SLAMfhOi7UJI0fMztaK0m","Rainbow","spotify:album:56JX1fNOjTa7Bj7G18nxSq","Long Live Rock N Roll (Deluxe Edition)","1978","1","8","441560","false","46","spotify:user:sebastianelisapfeifer","2020-01-21T22:42:57Z"
"spotify:track:00hVU6kDP67JHurfwG2dtq","Hero Of War","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","spotify:album:4ebodSLpRqbuQjpGlDZglH","Appeal To Reason","2008-01-01","1","10","253080","false","66","spotify:user:sebastianelisapfeifer","2020-01-21T22:45:37Z"
"spotify:track:72GtVxWzQSeF7xT4wr3fE0","Shadow On The Wall","spotify:artist:562Od3CffWedyz2BbeYWVn","Mike Oldfield","spotify:album:6DCKvIzj7NnAwmdtI010JY","The Mike Oldfield Collection","2009-01-01","2","12","187840","false","58","spotify:user:sebastianelisapfeifer","2020-01-21T22:49:00Z"
"spotify:track:4WpmwEdc4RBos8W8icSSxW","Moonlight Shadow","spotify:artist:562Od3CffWedyz2BbeYWVn","Mike Oldfield","spotify:album:6DCKvIzj7NnAwmdtI010JY","The Mike Oldfield Collection","2009-01-01","2","13","218186","false","70","spotify:user:sebastianelisapfeifer","2020-01-21T22:49:39Z"
"spotify:track:2EKL9tft1mMl6x00SxvX6B","I Turned To Stone","spotify:artist:42RbQv212uOjyfIXECLKfR","Budgie","spotify:album:7BefYx69vnBAivtUAlVaHU","The Live Tracks","2019-09-25","1","7","369573","false","17","spotify:user:sebastianelisapfeifer","2020-01-21T22:52:59Z"
"spotify:track:6Hfvn9qguufsmHp0uk3y3r","Come Again","spotify:artist:7ihLzUpuNecU5VBkvOUDNq","Damn Yankees","spotify:album:2GSZ2kruaBmA5hR9xngeBX","Damn Yankees","1990","1","6","339560","false","49","spotify:user:sebastianelisapfeifer","2020-01-21T22:54:43Z"
"spotify:track:7jPxJjQ7NmoFPLa6qvy4Dw","Beast - Extended Version","spotify:artist:1gUch6pcj8OKOw6kKlWAPE","Nico Vega","spotify:album:1KwAqufTgkFx6olEhAANJ6","Beast (Extended Version)","2013-07-09","1","1","300000","false","46","spotify:user:sebastianelisapfeifer","2020-01-21T22:55:03Z"
"spotify:track:5IX4TbIR5mMHGE4wiWwKW0","One","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:6Eycw3dwcDMEFSqkUvLQ7g","...And Justice For All","1988-08-25","1","4","447440","false","74","spotify:user:sebastianelisapfeifer","2020-01-21T23:01:41Z"
"spotify:track:7xKirNLWnBRN4oPDHLEHET","Hildebrandslied Teil 1","spotify:artist:6K1GEtLdfNyjgnPnBzOnRU","Menhir","spotify:album:0I6i1Z1LOjCZCGOHN5kGk7","Hildebrandslied","2012-05-04","1","4","540400","false","20","spotify:user:sebastianelisapfeifer","2020-01-21T23:03:14Z"
"spotify:track:4lex7HDyMusHme377ZD2BW","Pressure Drop","spotify:artist:6ZFv3wQwwWPiVDWhv0mjQK","Toots & The Maytals","spotify:album:1a75odO7fl64JAING5RB1s","High Hits & Near Misses","2011-03-01","1","2","176213","false","37","spotify:user:sebastianelisapfeifer","2020-01-21T23:04:15Z"
"spotify:track:4KFM3A5QF2IMcc6nHsu3Wp","Englishman In New York","spotify:artist:0Ty63ceoRnnJKVEYP0VQpk","Sting","spotify:album:3mVCQqgwEvwD7lHy9KHi7R","...Nothing Like The Sun","1987-01-01","1","3","267266","false","74","spotify:user:sebastianelisapfeifer","2020-01-21T23:05:35Z"
"spotify:track:4ljmExi3J7rg1hFWvI9dgF","Lobbyisten-Reggae","spotify:artist:4vWQjpI68kWBNkXOEbi1D6","Rainhard Fendrich","spotify:album:6mbqJtukk0x9VX5VHkwM6Z","Lobbyisten-Reggae","2012-01-23","1","1","196200","false","1","spotify:user:sebastianelisapfeifer","2020-01-21T23:07:38Z"
"spotify:track:6lXKNdOsnaLv9LwulZbxNl","Major Tom","spotify:artist:7ip3CWlgPZbQHvgJpmcGSS","Peter Schilling","spotify:album:1rYXSHYaxxQ9HclnAeVhxv","Von Anfang An...Bis Jetzt !","1983-06-27","1","1","299560","false","62","spotify:user:sebastianelisapfeifer","2020-01-21T23:09:00Z"
"spotify:track:1ArdfXwdvwzapms9p1wxEb","It's A Mistake","spotify:artist:0f3EsoviYnRKTkmayI3cux","Men At Work","spotify:album:4GDchmJ8oESRJ58cDXvnE0","Cargo","1983","1","6","286973","false","55","spotify:user:sebastianelisapfeifer","2020-01-21T23:11:34Z"
"spotify:track:59uopHNpuKcozG1GQlZOiY","The Last Unicorn","spotify:artist:35U9lQaRWSQISxQAB94Meo","America","spotify:album:09CYdfLmbwodrIwaKwR8vR","The Best Of America","1997-02-03","1","3","189466","false","51","spotify:user:sebastianelisapfeifer","2020-01-21T23:12:26Z"
"spotify:track:14lDO5V0Ay0h1t8QTpbfi1","Sandman","spotify:artist:35U9lQaRWSQISxQAB94Meo","America","spotify:album:0E5IKYhiKgbYQkmfsFonbZ","America","1972","1","2","308600","false","51","spotify:user:sebastianelisapfeifer","2020-01-21T23:12:34Z"
"spotify:track:7dJGehjbhJvs3K4fWwYTW1","Radioactive","spotify:artist:26AHtbjWKiwYzsoGoUZq53, spotify:artist:378dH6EszOLFShpRzAQkVM","Pentatonix, Lindsey Stirling","spotify:album:77RBn8pRsfXlZdfTQh221D","PTX","2014-09-19","1","17","226440","false","63","spotify:user:sebastianelisapfeifer","2020-01-24T19:49:08Z"
"spotify:track:5rAxhWcgFng3s570sGO2F8","A Place for My Head","spotify:artist:6XyY86QOPPrYVGvF9ch6wz","Linkin Park","spotify:album:6hPkbAV3ZXpGZBGUvL6jVM","Hybrid Theory (Bonus Edition)","2000-10-24","1","9","184640","false","67","spotify:user:sebastianelisapfeifer","2020-01-26T15:16:50Z"
"spotify:track:3kS2bx6TkbG64bUP68KvbP","Shut Your Mouth","spotify:artist:0hGpZy6ws8FofByMkt0CV1","Pain","spotify:album:0PWmjgj2rp2UD9P0QIyC4S","Nothing Remains The Same","2002-01-01","1","2","192986","true","61","spotify:user:sebastianelisapfeifer","2020-01-26T18:47:20Z"
"spotify:track:3VqG1OzCFyjKBWczhnGIAM","Make History","spotify:artist:5sBBvASgIbuXrmlyB2malp","Lily La Roux","spotify:album:2QaipaCxUV6A5Covx7E8ST","Make History","2019-05-31","1","1","259846","false","28","spotify:user:sebastianelisapfeifer","2020-01-28T12:53:25Z"
"spotify:track:6OWz3t8DwBSk3CPpzaEUNh","Night Witches","spotify:artist:3o2dn2O0FCVsWDFSh8qxgG","Sabaton","spotify:album:3cfD8OToEXP5vC3mEyZ7u8","Heroes","2014-05-12","1","1","181333","false","0","spotify:user:sebastianelisapfeifer","2020-01-28T19:38:59Z"
"spotify:track:663Karu2rvKLdnY0eo1n3M","Call Me When You're Sober","spotify:artist:5nGIFgo0shDenQYSE0Sn7c","Evanescence","spotify:album:3lFQ9ihSNR5YD0yi0yTzdC","The Open Door","2006-01-01","1","2","214706","false","67","spotify:user:sebastianelisapfeifer","2020-01-29T20:49:47Z"
"spotify:track:0tWEB6BxbI48XN79QE1JbT","Everybody's Fool","spotify:artist:5nGIFgo0shDenQYSE0Sn7c","Evanescence","spotify:album:02w1xMzzdF2OJxTeh1basm","Fallen","2003-03-04","1","3","195880","false","66","spotify:user:sebastianelisapfeifer","2020-01-29T20:52:41Z"
"spotify:track:52PMeKpMnfn7w0aETAMD3a","Lucretia My Reflection - 2018 Remaster","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","spotify:album:5qjUHQuDQfh8UwkQ9C5udu","Greatest Hits Volume One: A Slight Case Of Overbombing (2018 Remaster)","1993-08-23","1","7","523989","false","35","spotify:user:sebastianelisapfeifer","2020-01-29T20:52:58Z"
"spotify:track:5XfWzGa5zuz88IOYbWNTMa","Mr. Crowley","spotify:artist:6ZLTlhejhndI4Rh53vYhrY","Ozzy Osbourne","spotify:album:6aGfK3YpRxZ1rJfaNRckLH","Blizzard of Ozz (Expanded Edition)","1980-09-20","1","6","302640","false","26","spotify:user:sebastianelisapfeifer","2020-01-29T20:53:44Z"
"spotify:track:2ZiAhZOpTjNgh3JpTGYAyh","This Corrosion - New Version for Digital","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","spotify:album:2I5WCmOZo17YkcEwjXbLvc","Floodland","1987","1","5","570694","false","42","spotify:user:sebastianelisapfeifer","2020-01-29T20:54:30Z"
"spotify:track:7kGKnjrkHHI7lLwtIoTs8Q","Leaves Of Autumn","spotify:artist:5PrExqyv3VYpBBqC44U8EP","Backworld","spotify:album:1y0QCu9W51XlMHfYkGgwVx","Anthems From The Pleasure Park","2008-01-01","1","2","224906","false","24","spotify:user:sebastianelisapfeifer","2020-01-29T21:10:58Z"
"spotify:track:639q6EyNoXXkbdOJcSlSSr","Das alte Lied des Windes","spotify:artist:6K1GEtLdfNyjgnPnBzOnRU","Menhir","spotify:album:0I6i1Z1LOjCZCGOHN5kGk7","Hildebrandslied","2012-05-04","1","1","380093","false","13","spotify:user:sebastianelisapfeifer","2020-01-29T21:24:22Z"
"spotify:track:5anCkDvJ17aznvK5TED5uo","Hail to the King","spotify:artist:0nmQIMXWTXfhgOBdNzhGOs","Avenged Sevenfold","spotify:album:0ks45m1bsP2JsZpM5D2FFA","Hail to the King","2013-08-23","1","2","305906","false","77","spotify:user:sebastianelisapfeifer","2020-01-29T22:14:21Z"
"spotify:track:5zCzkiBuv4AQ5MFL5c8GrN","Spancilhill","spotify:artist:3Ebn7mKYzD0L3DaUB1gNJZ","Christy Moore","spotify:album:2dPHQqJI79mQkXCgfBWAvA","Magic Nights","2019-11-22","1","13","324240","false","41","spotify:user:sebastianelisapfeifer","2020-01-30T00:42:49Z"
"spotify:track:2ypT0w7jeCwcEQQvNE5o92","The Bad Touch","spotify:artist:6nDLku5uL3ou60kvCGZorh","Bloodhound Gang","spotify:album:4hirIN3Nve0AgH4pxLo80V","Hooray For Boobies","1999","1","10","260506","true","0","spotify:user:sebastianelisapfeifer","2020-01-30T00:47:23Z"
"spotify:track:0ktKImJjoL2qzrosNMcLUs","Keops pyramid","spotify:artist:5nKrlPFxyS6Al128p3vQG7","Hoola Bandoola Band","spotify:album:0GHdRokBmIToOlyPIp12Zs","Vem kan man lita på?","1972-01-01","1","4","394560","false","37","spotify:user:sebastianelisapfeifer","2020-01-30T00:56:51Z"
"spotify:track:4b8u5ZWTi3O9idhGTgTGzJ","Down In The Past","spotify:artist:5I4eibDkC7gg0hmczTZuND","Mando Diao","spotify:album:3wc2LD5zNBOrvHGhLCiZ2x","Festival Hits - Alternative","2010-01-01","1","3","235466","false","4","spotify:user:sebastianelisapfeifer","2020-01-30T00:57:38Z"
"spotify:track:79XC4n1XQkcQCzCqkOsS6l","The Islander","spotify:artist:2NPduAUeLVsfIauhRwuft1","Nightwish","spotify:album:75Sgdm3seM5KXkEd46vaDb","Dark Passion Play","2007-09-28","1","10","305972","false","0","spotify:user:sebastianelisapfeifer","2020-01-30T01:01:03Z"
"spotify:track:78OGRRDepogg627XCOQ265","Bittersweet Symphony","spotify:artist:1ASwPvvha7hLm91YXu6yJJ","The Aranbee Pop Symphony Orchestra","spotify:album:0L3iHB9RNC3cOk3xhD0hCw","Bittersweet Symphony","1997-01-01","1","1","355213","false","0","spotify:user:sebastianelisapfeifer","2020-01-30T01:05:10Z"
"spotify:track:7egAjWsCp2QUxtefvpbOQm","Don't Cry (Original)","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:48siNpffpvjRYTewfMxwPs","Greatest Hits","2004-01-01","1","8","284093","false","0","spotify:user:sebastianelisapfeifer","2020-01-30T01:06:33Z"
"spotify:track:4ZmX8elKMkH0MfniNi0Adu","House of The Rising Sun","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","spotify:album:0RP9MT74WH7Yis10EO7tZS","The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2","2013-11-18","1","12","247388","true","60","spotify:user:sebastianelisapfeifer","2020-01-30T01:09:04Z"
"spotify:track:187cN91aBY7z5OzUDlL4WG","The Clans Are Marching","spotify:artist:1Ur6sVTmtRsdAs0csxH8eM","Rebellion","spotify:album:6I5ZksLXmKGXbPKyz4dvt1","The Clans Are Marching","2009-06-26","1","1","269266","false","0","spotify:user:sebastianelisapfeifer","2020-01-30T01:09:34Z"
"spotify:track:0GzNE0vnQ7n8BjQVcihJuS","Love Her","spotify:artist:6B5c4sch27tWHAGdarpPaW","Seether","spotify:album:5qHjA0aU9vt9c2UwDeEGjS","Disclaimer II","2004-01-01","1","15","251466","false","0","spotify:user:sebastianelisapfeifer","2020-01-30T01:14:31Z"
"spotify:track:6UFhNbE4sLRUoM52kC4Xl4","Wicked Game - Acoustic; Live","spotify:artist:49qiE8dj4JuNdpYGRPdKbF","Stone Sour","spotify:album:5eHk89PNorMd7e4wyxYiUV","Come What(ever) May [Special Edition]","2006-07-24","1","17","267253","false","50","spotify:user:sebastianelisapfeifer","2020-01-30T01:15:01Z"
"spotify:track:76aadnUFFANRNDs6L3aqxw","Through Glass","spotify:artist:49qiE8dj4JuNdpYGRPdKbF","Stone Sour","spotify:album:5eHk89PNorMd7e4wyxYiUV","Come What(ever) May [Special Edition]","2006-07-24","1","8","282946","false","54","spotify:user:sebastianelisapfeifer","2020-01-30T01:15:23Z"
"spotify:track:6Q7hkgSBIqrfLHDDzSlcC3","Great Train Robbery","spotify:artist:5keeQyPKYRxUCKDMECTXG3","Black Uhuru","spotify:album:0WYHLoL39aKcko5hq9eIc3","RAS Portraits","1997","1","3","354266","false","14","spotify:user:sebastianelisapfeifer","2020-01-30T01:15:36Z"
"spotify:track:7D5n2kpYH2WSqIyEO9MeXf","Patience","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:1RCAG3LrDwYsNU5ZiUJlWi","G N' R Lies","1988-01-01","1","5","354400","false","69","spotify:user:sebastianelisapfeifer","2020-01-30T01:20:36Z"
"spotify:track:4TmGtGkkmaoXRCvpOwDJoO","It's My Life","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","spotify:album:0Bkb9wdEeOPBJnLYmQqVR2","Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package)","2010-01-01","1","3","224600","false","0","spotify:user:sebastianelisapfeifer","2020-01-30T01:23:09Z"
"spotify:track:18tYYEfmaaGvohk8Gv3q7B","Rose Tattoo","spotify:artist:7w9jdhcgHNdiPeNPUoFSlx","Dropkick Murphys","spotify:album:1Ni9YFZDH0dqxU2PsBA1KS","Signed and Sealed In Blood","2013-01-07","1","3","306520","false","12","spotify:user:sebastianelisapfeifer","2020-01-30T01:23:44Z"
"spotify:track:0k0BQTVVAcufuV6G2u8Rc8","Springhill Mining Disaster","spotify:artist:72RvmgEg2omdlMV9aExO6a","The Dubliners","spotify:album:4HGFLC49lxfA1E3Zz9XkIk","20 Original Greatest Hits","2016-07-29","1","12","243946","false","21","spotify:user:sebastianelisapfeifer","2020-01-31T21:14:35Z"
"spotify:track:0AiSo4v501j6HedGoX6shN","The Lifeboat Mona","spotify:artist:72RvmgEg2omdlMV9aExO6a","The Dubliners","spotify:album:1xPhTYpsGD1Pl314uxTClj","Now","2011-03-11","1","8","244786","false","8","spotify:user:sebastianelisapfeifer","2020-01-31T21:14:35Z"
"spotify:track:0K2OeJUFevovQR3ncNcneB","Inis Mona","spotify:artist:5X0N2k3qMnI8kSrGJT3kfT","Eluveitie","spotify:album:1nHHnuU1cHILKDKpdoRV2c","Slania","2008-02-15","1","3","249240","false","0","spotify:user:sebastianelisapfeifer","2020-02-02T15:49:19Z"
"spotify:track:2n9Ni9TFPcNHCdoPOQKXZ6","Everytime We Touch - Remastered","spotify:artist:2IqcwWZoG2iCPE9CkHMO8f","Maggie Reilly","spotify:album:5rHKmkINMBlzw7pMozJig7","Echoes (Deluxe Version Remastered)","2019-05-10","1","1","244533","false","51","spotify:user:sebastianelisapfeifer","2020-02-04T16:00:09Z"
"spotify:track:6eo9eK6OAoytLMfgHV0Bvs","Walking on Glass","spotify:artist:0hGpZy6ws8FofByMkt0CV1","Pain","spotify:album:35LBELudi4TfqIvvJMOp4A","Psalms of Extinction","2007-05-05","1","10","231933","false","17","spotify:user:sebastianelisapfeifer","2020-02-04T20:25:42Z"
"spotify:track:1w2xkyHwYwU9YlBNEYCn8y","Inner War","spotify:artist:66g3ybCzTYusaxjoARIBEw","The Rodeo","spotify:album:5WK7YkUhPpahrSZcYAbU40","La Musica Del Diavolo","2015-03-02","1","10","284958","false","28","spotify:user:sebastianelisapfeifer","2020-02-10T11:11:40Z"
"spotify:track:3ippPIOVRBXPpNAa91CxLW","Diggy Diggy Hole","spotify:artist:67ps5pbKVO7V9Fcb4lTIXz","Wind Rose","spotify:album:0d7rBkguf5Y6NsGOOp1DVe","Diggy Diggy Hole","2019-06-06","1","1","315986","false","30","spotify:user:sebastianelisapfeifer","2020-02-14T23:02:58Z"
"spotify:track:2zYzyRzz6pRmhPzyfMEC8s","Highway to Hell","spotify:artist:711MCceyCBcFnzjGY4Q7Un","AC/DC","spotify:album:10v912xgTZbjAtYfyKWJCS","Highway to Hell","1979-07-27","1","1","208400","false","85","spotify:user:sebastianelisapfeifer","2020-02-19T00:04:28Z"
"spotify:track:08mG3Y1vljYA6bvDt4Wqkj","Back In Black","spotify:artist:711MCceyCBcFnzjGY4Q7Un","AC/DC","spotify:album:6mUdeDZCsExyJLMdAfDuwh","Back In Black","1980-07-25","1","6","255493","false","86","spotify:user:sebastianelisapfeifer","2020-02-19T00:05:37Z"
"spotify:track:2P884dqfjksDMSzUZksfrS","Hells Bells","spotify:artist:711MCceyCBcFnzjGY4Q7Un","AC/DC","spotify:album:07EFoHHspqSwsmkbnWaB4A","Who Made Who","1986-05-24","1","6","312893","false","57","spotify:user:sebastianelisapfeifer","2020-02-19T00:06:23Z"
"spotify:track:5aswWmjJLHBSYFknQjegfg","Flash - Single Version","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","spotify:album:4r9kNse038AoF2KfbqPUOS","Flash Gordon (Deluxe Edition 2011 Remaster)","1980-12-05","2","1","168213","false","60","spotify:user:sebastianelisapfeifer","2020-03-01T22:46:00Z"
"spotify:track:2nHajACLqGsbctpe3Rafh3","No Son Of Mine","spotify:artist:3CkvROUTQ6nRi9yQOcsB50","Genesis","spotify:album:3we7A7UllAuA6QH6U9jmHs","The Platinum Collection","2004-11-29","1","1","395653","false","41","spotify:user:sebastianelisapfeifer","2020-03-04T16:33:35Z"
"spotify:track:7LAMWRwGr88hM4FdctgpHn","Who's the One","spotify:artist:2qQeKHrQJHLLbvDAOSO874","Winger","spotify:album:5WY283VLgaWBfU5x3u3EBe","Pull","1993-04-27","1","10","346600","false","24","spotify:user:sebastianelisapfeifer","2020-03-06T10:56:26Z"
"spotify:track:38wCbVfMreML5ZhF5iQuKA","Disorder - 2007 Remaster","spotify:artist:432R46LaYsJZV2Gmc4jUV5","Joy Division","spotify:album:0cbpcdI4UySacPh5RCpDfo","Unknown Pleasures","1979-06-01","1","1","209039","false","12","spotify:user:sebastianelisapfeifer","2020-03-09T14:47:44Z"
"spotify:track:2oSpQ7QtIKTNFfA08Cy0ku","It's The End Of The World As We Know It (And I Feel Fine)","spotify:artist:4KWTAlx2RvbpseOGMEmROg","R.E.M.","spotify:album:6gMv3MgFlieOM6Uz5GZBzy","Document (R.E.M. No. 5)","1987-09-01","1","6","246933","false","71","spotify:user:sebastianelisapfeifer","2020-03-11T11:48:27Z"
"spotify:track:5xFNCwWATujjsAyNFgffyW","Catch the Rainbow - Live","spotify:artist:7yMqxge3rOuzpKVIoSQToG","Ritchie Blackmore's Rainbow","spotify:album:3sxa7aRE05YhOmamC3gQrZ","Memories in Rock II (Live)","2018-04-06","1","15","524898","false","14","spotify:user:sebastianelisapfeifer","2020-03-29T20:04:16Z"
"spotify:track:7eU7UUXCywvgaOft5vzvS9","Temple of the King - Live","spotify:artist:7yMqxge3rOuzpKVIoSQToG","Ritchie Blackmore's Rainbow","spotify:album:3sxa7aRE05YhOmamC3gQrZ","Memories in Rock II (Live)","2018-04-06","1","18","232317","false","17","spotify:user:sebastianelisapfeifer","2020-03-29T20:04:16Z"
"spotify:track:65YtzNpiPhGVzg6GPzkotn","I Won't Let The Sun Go Down On Me","spotify:artist:7kCL98rPFsNKjAHDmWrMac","Nik Kershaw","spotify:album:5cl4eOKYrrX0pcFFnEieYR","Human Racing","1984-01-01","1","9","203853","false","62","spotify:user:sebastianelisapfeifer","2020-04-12T18:24:21Z"
"spotify:track:1TfqLAPs4K3s2rJMoCokcS","Sweet Dreams (Are Made of This) - Remastered","spotify:artist:0NKDgy9j66h3DLnN8qu1bB, spotify:artist:5MspMQqdVbdwP6ax3GXqum, spotify:artist:7gcCQIlkkfbul5Mt0jBQkg","Eurythmics, Annie Lennox, Dave Stewart","spotify:album:5jNDWA19BJbE24x1UUJGRY","Sweet Dreams (Are Made Of This)","1983-01-04","1","6","216933","false","83","spotify:user:sebastianelisapfeifer","2020-04-12T18:26:52Z"
"spotify:track:7Eli0lDGFthfs6eol7jgLO","Unentschieden gegen Ried","spotify:artist:4uxaBWHg68KF1mB0r5YFWJ","Der Nino aus Wien","spotify:album:1F55OxsblCAe5UPIY6qR2q","Der Nino aus Wien","2018-10-12","1","8","198226","false","25","spotify:user:sebastianelisapfeifer","2020-04-14T16:46:32Z"
"spotify:track:2FfUxvwaNTtPYlyrESKtQH","No Lesson","spotify:artist:5BC3lvcEEOqVrqMaPjYrgu","Soviet Soviet","spotify:album:17HnpGk66isnHowhOVyRT1","Fate","2013-11-11","1","6","266496","false","50","spotify:user:sebastianelisapfeifer","2020-04-25T10:59:15Z"
"spotify:track:0cGG2EouYCEEC3xfa0tDFV","Tainted Love","spotify:artist:6aq8T2RcspxVOGgMrTzjWc","Soft Cell","spotify:album:3KFWViJ1wIHAdOVLFTVzjD","Non-Stop Erotic Cabaret","1981","1","2","153800","false","77","spotify:user:sebastianelisapfeifer","2020-04-25T18:34:53Z"
